character,content,scene,sound,Cmt
P,P,P,P,"Với 125k , đổi lại x 3 giá trị Lần đầu tiên mình thấy giá trị mình bỏ ra rất thấp với chất lượng phim . Bộ phim cho mình cảm xúc gần tương tự Endgame . Phim rất sống động về màu sắc , nó mịn , nét , ấm , và rất ngầu , vì là xứ cát mà mặc vải quấn bay bay với nền màu cam vàng , chiến binh xứ cát siêu ngầu . Hệ thống mix âm thanh cực đỉnh , tiếng gió , máy rung cát , tiếng thét nhạc nền rất gắt , tiếng nổ rung nền rất thực , nhất là tiếng quân đội duyệt binh , đỉnh không thể chê được . Mình ngồi giữa rạp nghe âm thanh rất đã . Cốt truyện rất hay , cho mình cảm nhận được nhiều góc nhìn chiến đấu vì tôn giáo , chính trị , tình cảm trong bối cảnh phim . Đặc biệt phản diện có đất diễn nhiều , và rất ngầu , nhìn phản diện là biết kèo khó nuốt với man chính . Dù phim dài tầm 3 tiếng nhưng mình và phần lớn mọi người đều rất chăm chú xem , càng về cuối càng phải chăm chú vì combat rất mạnh . Đến đoạn chạy chữ kết phim mọi người vẫn ở lại nghe nhạc cho hết . NHẠC KẾT PHIM RẤT HAY !"
O,X,X,X,"Diễn xuất của dàn diễn viên phù hợp với nội dung phim, nhưng không có sự đột phá."
X,X,P,N,"Phim ý nghĩa, cảnh quay đẹp. Âm thanh chưa phải điểm mạnh."
X,X,X,X,Hay thế này mà sao ít người xem vậy.💁💁
N,X,O,X,"Thoại sến như làm cho con nít xem. In association with marvel, hợp tác lấy vũ trụ marvel thui, ko có cameo, ko có kịch tính của marvel nhe, kĩ xảo cũng bth ko như marvel. Coi xong thấy thất vọng á chứ k phải cx được hi."
X,X,X,P,"Nhạc trong phim chạm đến cảm xúc thật sự, cảm ơn Fujimoto và nhà làm phim ạ 🥹🥹"
X,X,N,X,"Các cảnh quay ngoài trời quá lóa sáng, làm mỏi mắt."
P,P,P,X,"Phim rất hay ạ, nhiều phân cảnh bất ngờ. Dẫn dắt người xem nhập tâm vào cốt truyện. Chỉ muốn nói là a Phúc, anh Vinh anh nào em cũm muốn🤩"
X,X,X,X,Phim coi cuốn khỏi phải chê rồi
N,X,X,X,Nhân vật phụ không đóng góp gì đáng kể vào câu chuyện.
P,X,P,X,"Nhân vật, đồ hoạ xinh"
X,X,N,P,"Hiệu ứng âm thanh được làm tốt, nhưng thiếu sự nổi bật trong các cảnh quay."
P,X,P,P,"cảm động khóc xỉu á tr 🥺😭 cảnh Phú Yên quê tui lên phim siu thơ, diễn viên như sách bước ra, thêm quả OST của Phan Mạnh Quỳnh nữa 💔 đáng xemmmm"
P,P,X,X,"quá hay luôn á tr coi mà vừa chời vừa khoac cảm động nói k nên lời diễn viên ok kịch bản quá hay luôn á tr , coi mà đã con mắt mấy phim ma viet nam mình đóng cx k thua kém j mấy nước ngoài luôn á"
X,N,X,N,"phim dành cho con nít xem, nhạt toẹt. Nhạc không hay"
P,P,O,X,"Mai xem hay nha mn!!! 1 bộ phim không quá xuất sắc nhưng thật sự là đáng suy ngẫm, kiểu về nhà e cứ bứt rứt suy mãi về Mai với cái kết ấy. đoạn đầu thì hài lắm nhưng mạch phim khá nhanh, đôi chỗ còn chưa thật sự rõ ràng nhưng tổng thể thì ổn rồi, chuyện tình Mai và Sâu “Sâu Đậm” y như cái tên danh bạ Mai đặt cho Dương. mọi người nên ra rạp trải nghiệm nhé ạ e tự thấy đây là bộ phim hay nhất của Trấn Thành!! 💓💓 PAD với Tuấn Trần đẹp thật sự luôn ýyyyyy ạ"
O,X,X,X,Các diễn viên trong phim không quá nổi bật nhưng không gây cảm giác khó chịu.
P,X,P,X,"Phim hay lắm, lâu rồi mới coi 1 bộ phim đánh đấm hay như zị :)) Cổ Thiên Lạc đẹp quá trời đẹp 😘💖"
X,X,X,X,"Thật sự luôn ấy, 1 tiếng thôi ngưng mà rất đáng xem 😭"
P,X,X,X,"Khóc trôi rạp, mn đến ủng hộ 2 ông và Fubao để đủ doanh số 2 ông về Vn nhé. Diễn viên chính quá trời xinh đẹp.😂"
X,N,P,P,"♾️ điểm nha mọi người, nội dung dễ đoán, tình tiết hơi ảo. Nhưng nể cách nhà làm phim Hàn đầu tư chỉn chu cho từng cảnh quay, kĩ thuật dựng phim, các góc máy,… Thêm nữa, phim siêu hài nha, sub cười muốn rụng rốn =))) xem giải trí mà quá mã nhãn cảnh đánh đấm. Đánh đấm nghe tiếng rất đã tai"
P,X,X,X,"Phim hay nhe mụi ngừi :DD xem xong về chồng tui ghiền Under the sea Sebastian lun r 😆 đạo diễn chọn nhân vật hơi ngộ :> tiểu tam bạch tuột đẹp vcl cơ mà lúc gồng cơ mặt lên trông thấy ghê :> Ariel thì rất có hồn, rất truyền cảm, dễ thương đúng như tính cách"
N,X,X,X,Nên bỏ tiền xem phim khác. Cái kết dễ đoán nhân vật phản diện là chú rể🤔
P,P,P,X,"Phim có sự chỉn chu về mặt hình ảnh, cốt truyện mặc dù về chủ đề tâm linh nhưng cũng được xây dựng một cách có hệ thống, bài bản và rành mạch nên những người không rành về tâm linh như mình cũng vẫn có thể xem và hiểu được. Diễn xuất của dàn diễn viên đều tốt,"
N,P,N,X,"Cá nhân mình thấy bộ này thể hiện rõ việc a Trấn Thành đang bị đuối, so với 2 phim trc thì tuột dốc thật sự lun á. Nhưng cốt truyện cũng khá ổn, nhiều đoạn có dụng ý rất hay, dù nửa đầu phim có nhiều đoạn hơi thừa. Mấy cảnh 18+ làm mình hơi ngộp, kiểu chèn ép quá á. Dẫu sao thì độ đầu tư của anh Thành cũng quá lớn nên mình chấm hoan hỉ 7/10 điểm nhoa 💗"
X,X,X,X,Vượt ngoài mong đợi
X,X,N,N,"Hiệu ứng ánh sáng trong cảnh ma quái khá tốt, nhưng âm thanh rùng rợn lại quá lố, không tự nhiên."
X,X,X,N,Tiếng bước chân nghe không tự nhiên chút nào.
X,X,N,N,Cảnh quay đại dương rất đẹp nhưng tiếng sóng biển lại nghe giả và không sống động.
O,X,X,X,"Tương tác giữa các nhân vật khá tự nhiên, nhưng chưa thực sự chặt chẽ."
P,N,X,X,"Tình tiết kh hay, hài kh bằng những phần trước - đc mỗi lời thoại mất dạy là có tí cảm tình với bộ phim."
N,X,X,X,"Phim thiếu các diễn viên nổi bật, dàn cast rất mờ nhạt."
P,X,P,X,"Xem buồn ngủ lắm 1. nội dung k có gì đặc sắc 2. Hình ảnh, diễn ổn"
P,P,X,X,Để 100 ngàn đi ăn còn sướng hơn
N,X,X,X,"Biểu cảm nhân vật không thay đổi, rất đơn điệu."
X,X,X,X,cx ổn nha mn nh dfoajn hơi chán
P,P,P,P,"Phim có mô típ hơi cũ nhưng vẫn rất hấp dẫn và cuốn hút. Cảnh quay đẹp mắt, diễn viên thể hiện rất tốt. Cá nhân mình rất thích A Thuận Ng trong phim, diễn xuất của Kaity cũng xuất sắc. Mặc dù đoạn đầu hơi chậm, nhưng càng xem về sau thì càng bị cuốn vào. Âm thanh trong phim cũng rất hợp, góp phần làm tăng cảm xúc cho từng cảnh quay. Cảnh phim kết hợp âm nhạc rất tốt, tạo ra không khí vừa nhẹ nhàng vừa kịch tính."
P,N,N,X,"Phim đánh giá ổn ở mức 8/10. Ở phần này cốt truyện diễn ra hơi nhanh, nên thấy phim hơi ngắn. Còn về nội dung, các nvat vẫn rất dth và hài hước trong từng lời thoại, chỉ tiếc là phần quyết định thắng thua diễn ra quá nhanh và cái chết lãng xẹt của phe ác."
X,N,O,X,"Thật sự khó hiểu với nội dung của phim. Nó rời rạc, nó vô lí, nó vô nghĩa. Tình cảm mẹ làm vì các con thì thiêng liêng thật nhưng cũng không cứu vớt được nhiều cho bộ phim. Đang trên đường đi trừ tà mà gần đến nơi rồi lại dừng lại cầu với chả khấn, tự nhiên chết mấy mạng, bó tay. Cảnh trừ tà thì như phim kiếm hiệp, hạc quyền, rồi hổ quyền, múa ba lê. Nói chung là phí tiền."
O,N,P,X,"Phim hơi nhạt , cái kết không vui 🥹 , quanh đi quẩn lại thì gặp lại nhau giải quyết nỗi nhớ ấm ức sau bao nhiêu năm rồi ông kia về Hàn bà này về với chồng🥹🥹 , nch là tùy chắc hợp 1 số bạn chứ với mình thì mình thấy không hay🥹"
P,P,O,X,"Doraemon movie lần này đúng như thông điệp của nó ""chữa lành"", không cần những màn chiến đấu đầy mãn nhãn, nhưng pha bẻ cua gắt, không cần yếu tố siêu nhiên bất ngờ, hay những pha ""hào quang nhân vật 9"". Bộ phim truyền đi 1 thông điệp rõ ràng ""nếu bạn cố gắng,"
X,P,P,P,"Highly recommend nha mọi ngừoi ơi, nên xem 3d imax ạ, hình ảnh kỹ xảo tuyệt vời tuy nhiên đoạn đánh nhau bị ngắn đến hụt hẫng. Nhưng vẫn muốn xem l2"
O,N,X,X,"Phim hay, cảm động lắm mọi người ạ. Mình đã khóc mấy lần khi xem. Mình thấy nội dung phim thì có lẽ sẽ khá cũ và cũng khá dễ đoán. Nhưng phim cài cắm vào rất nhiều những thông điệp trong cuộc sống. Dàn diễn viên từ già đến trẻ trong phim đều diễn tròn vai của"
O,X,X,X,Dành cho khán giả yêu thương fubaoooo
X,X,X,X,Xúc động thật ý
P,X,O,X,Xem bộ phim dù biết trước cái kết và các tình tiết đã xem nhiều nhưng vẫn buồn đau lòng. Fu là diễn viên số 1 màn ảnh yêu lắm❤️❤️❤️ Ra rạp ủng hộ mỹ gấu bảo bối
O,X,X,X,Diễn xuất của các nhân vật không quá đặc sắc nhưng vẫn đủ để giữ được sự hấp dẫn của câu chuyện.
P,X,X,X,Phim siêu hay luôn đoraemon k làm mình thất vọng
X,P,X,X,"Rất rất đáng xem luôn nha mọi người ơi, ban đầu mình cũng không háo hức mấy mà tới lúc xem nó cuốn hơn bánh cuốn nữa, kiểu mình bị cuốn vào câu chuyện trong phim luôn, ông bồ mình mới vô rạp buồn ngủ ngáp ngắn ngáp dài mà lúc xem cái tỉnh hẳn ra kêu phim hay"
X,X,X,N,"Nhạc nền được lặp đi lặp lại, rất nhàm chán."
X,X,X,X,Giải trí vs đã mắt nha
X,P,N,X,Phim nội dung cũng ok nhưng cái khoản máu me nhiều quá nên mình ko thích lắm thôi
P,X,P,X,"1000000/10 quá đỉnh đi, coi tận 3 lần vẫn ghiền, xem lại mấy khúc cut trên tiktok nữa vẫn chưa hết ghiền, không uổng tiền ko phí thgian, siêu phẩm tuyệt vời. Diễn viên thì đỉnh khỏi phải nói luôn, mấy cú đánh đấm đã cái nư quá tr"
O,O,X,X,"Tr ơi ban đầu vui vui vẻ vẻ thiệc chứ, sabg đoạn nửa sau thấy trầm lắng hẳn. Phim phát triển tâm lý theo cách nghĩ của 1 bé gái đến 1 sinh viên đang đoạn trưởng thành í"
X,N,X,X,"Mới xem xong. Khuyên ai chưa coi thì không nên coi nha. Quá dở. Buồn ngủ. Hiện thực thì hiện thực đi, quá khứ thì qkhu đi, hay hiện tại lâu lâu xen quá khứ thôi, còn đằng này mắc cái gì 10p hiện thực thì 10p chiếu quá khứ, cứ như vậy đến cuối phim. Cốt truyện cũng dở. Chấm 4/10 thôi"
X,X,X,X,Phim dở tệ nhất từng xem
X,X,X,X,Phim rất hay nhé mọi ngườii mặc dù chưa hiểu hết được ý nghĩa của phim cho lắm
X,X,X,X,Lần đầu tiên đánh giá. Phim quá hay. Xuất sắc lắm luôn. 100 điểm không có nhưng nha 💃🏻
X,X,X,P,"Phim rất hợp gu mình, vừa có lúc nhẹ nhàng vừa có lúc cool ngầu. Cực kì là thích nhạc phim luôn bài nào cũng hay hết"
X,P,P,P,"Phim thật sự quá hay, hay nhất trong mấy năm qua đi xem phim. Cốt truyện chặt chẽ, âm thanh, kỹ xảo đỉnh cao. Xứng đáng từng xu bỏ ra, phải đi xem định dạng imax để cảm nhận hết nhé. Lưu ý xem lại phần 1 hoặc làm biếng quá thì xem tóm tắt để dễ hiểu vũ trụ Dune hơn"
X,X,X,X,Ko cuốn bằng phim Mỹ. Tạm được thôi
P,P,P,X,"phim rất lôi cuốn từ những tình tiết nhỏ nhất,diễn viên đóng xuất sắc,rất giàu kinh nghiệm"
X,X,X,X,5 chữ HAY VL !!!!!!!!!!!!!!!!!
P,P,P,P,"Tuyệt vời. Dành cho những ai theo dõi từ trước giờ, xem xen kẽ phần thì sẽ không rõ cốt truyện được. Phim đầu tư âm thanh hình ảnh rất hoành tráng tuyệt.!"
X,X,X,X,Phim rất hay và truyền tải nhiều thông điệp ý nghĩa ❤️❤️
O,O,X,X,"Phim diễn tả sự tham vọng của người phụ nữ vì tham vọng đânh đổi tất cả để có cái mà cô ấy muốn, cô ấy ngỡ đó là hạnh phúc nhưng k phải. Đến đoạn cuối cô ấy khóc vì những dồn nén bấy lâu, vỡ òa mộng cảnh. Anh chồng đau vì anh ấy chỉ là công cụ để cô ấy sử dụng và thỏa mãn, hoàn toàn k yêu anh ấy. May mắn là a châu á k lấy cô gái đó, nếu k sẽ đau đớn như anh chồng, anh ấy tuyệt vời. Phim miêu tả rất thực tế, ngoại tình tư tưởng tồn tại nhan nhãn nhưng bị phù phiếm bỡi ngôn từ văn hoa và luồng tư tưởng che đậy cho dục vọng"
X,X,X,X,Clm bỏ về dở quá
P,X,X,P,Hay nha mng oi đi xem đi hãy thử xem lồng tiếng tại có những đoạn nói nhanh khó đọc chữ lắm:> nhân vật đỉnh vermouth đẹp điên tr oii😵🙌
P,X,X,X,"Mình đã nghe nhiều đánh giá về nhân vật nàng tiên cá, cho đến khi trải nghiệm mình mới nhận thấy: Cô diễn viên đóng vai nàng tiên cá thật xinh đẹp nhưng vẻ đẹp của cô ấy chưa hợp với vai diễn."
X,X,X,X,Đáng để xem. Lưu ý phải xem tất cả các phần của Kong và gozela trc
X,X,X,X,"phim nhẹ nhàng, cho ta cảm nhận được nhiều điều trong cuộc sống."
X,X,X,X,Xem phim này là coi thường sức lao động của mình
X,O,X,X,"Phim coi tạm được, kịch bản k có gì đặc sắc, diễn biến câu chuyện nhanh, đều đều từ đầu đến cuối phim, lâu lâu dc vài đoạn cười"
X,P,X,X,Phim hơi ngược tí nhưng HE 😅😅
P,P,X,X,"Phim rất hay, ý nghĩa vùa bi vừa hài rất đáng để xem cùng gia đình ♥️ Tuấn Trấn và Chú Hoài Linh đóng cảm xúc nhân vật rất đỉnh, rất chân thật, nhiều cú twist bất ngờ 😉"
O,X,X,X,Vì đây là một bộ phim dành cho trẻ em nên nếu bạn là một người lớn đi xem phim mà cảm thấy có gì đó khác so với lúc nhỏ mở kênh Disney Channel hay băng đĩa để dõi theo hành trình của Ariel thì đó là do bạn đã lớn và có những quan điểm khác rồi nè. Trẻ em như
X,P,P,X,"nhìn poster thấy mấy nhân vật mắt buồn buồn là nghi nghi r, đi coi phim về nó suy ta nói… phim chuyển thể hay nhất của bác NNA mà mình từng xem, lâu rồi mới xem được một phim Vn đẹp về hình ảnh lẫn nội dung như vậy, 3 nhân vật ai cũng có tâm tư riêng. Mng"
X,N,X,X,"Chưa bao giờ xem bộ phim dở như thế này, xem gần hết phim không hiểu nói về cái gì"
P,X,X,X,"Phim vẫn cute như mấy phần trước, đặc biệt phần này có sự trở lại của anh báo bét boi mê quá ạ 👉🏼👈🏼"
X,X,X,X,"Không hấp dẫn lắm bé dứoi 7 tuổi xem sẽ thấy hơi chán, bé trên 7 tuổi thì hiểu hơn nên xem ok hơn. Ng lớn như tôi cá nhân thấy ko hấp dẫn như các fim hoạt hình khác"
N,X,X,X,Diễn viên chính hoàn toàn không thuyết phục trong vai diễn.
P,X,X,X,Dàn nhân vật chính diễn rất đỉnh. Hae In rất đẹp trai. Ume quá trời dù anh là phản diện.
X,X,N,X,Góc máy không tận dụng được để truyền tải cảm xúc của nhân vật.
X,N,O,X,"Mạch phim đi rất chậm, do cài cắm quá nhiều tình tiết nhỏ. Lịch sử nước bạn nên phải tìm hiểu trước rồi mới xem thì hiểu được tầm 40%, về xem giải mã thì hiểu tầm 30-40% nữa nchung phải có nghiên cứu trước mới hiểu mạch phim đang diễn biến gì. Không phải lịch"
O,X,X,X,Diễn xuất của các nhân vật không quá đặc biệt nhưng vẫn làm hài lòng người xem.
X,O,X,X,"Phim buồn điênnn, hay, xem lại lần nữa mà vẫn thấy hay"
X,X,X,N,"Nhạc nền không quá nổi bật, nhưng không gây ảnh hưởng lớn."
O,O,X,X,"Phim chuyển thể từ truyện nhà văn Nguyễn Nhật Ánh không làm thất vọng. Ko cần diễn viên ngôi sao, ko cần làm quá mọi việc cứ như cuộc sống nhẹ nhàng đã đủ nhiều điều ẩn chứa trong đó rồi. Xem phim mà trôi theo dòng ký ức kỷ niệm của tuổi thơ hoài niệm. Bộ"
X,X,X,X,Dở vãi chưởng
X,X,X,N,"Lời thoại nghe như đọc thuộc lòng, không có cảm xúc."
P,X,X,X,"siêu anh hùng của DC có nét riêng là rất ngáo, nhưng tôi thích sự lộn xộn đó"
